dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,tema,indexacao,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,assuntoGeral,local,arquivamento,atualizacao,horario,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,acompanhamento,autoresEstruturados,regime,linksOrigem,norma,legislacaoCitada,linkLegislacao.url,linkLegislacao.rotulo,proposicaoLei.descricao,observacao
Remissivo,PROJETO DE LEI,PL,241,1967,DEPUTADO NELSON LOMBARDI                   MDB,"DISPÕE SOBRE DENOMINAÇÃO DE RODOVIA (MG-6 - SÃO JOÃO DEL-REI -
LAGOA DOURADA - BR-3).",NA,"DENOMINAÇÃO, RODOVIA, MUNICÍPIO, SÃO JOÃO DEL-REI, LAGOA DOURADA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1967-08-09,000151050,PL. 241 1967 - PROJETO DE LEI,1184,PRÓPRIO PÚBLICO,NA,NA,20120309,1459,rosanacf,1967-08-07,"list(passo = 1, data = ""1967-08-07"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 14 8 1967\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 31 8 1967\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 19 9 1967\nREDAÇÃO FINAL\nAPROVAÇÃO: 3 10 1967\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. LÚCIO DE SOUZA CRUZ\nPUBLICAÇÃO: 24 8 1967\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO FERRAZ\nPUBLICAÇÃO: 14 9 1967\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. LOURIVAL BRASIL\nPUBLICAÇÃO: 30 10 1967\nSANCIONADO\nPUBLICAÇÃO DA LEI: 13 10 1967"")",list(),list(),N,"list(id = 1184, nome = ""DEPUTADO NELSON LOMBARDI"", partido = ""MDB"")",NA,NULL,LEI 4596 1967 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/4596/1967,LEI 4596 1967 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,240,1967,DEPUTADO EUCLIDES CINTRA                   ARENA,"DÁ ÀS ESCOLAS COMBINADAS DO BAIRRO BOM SUCESSO, MUNICÍPIO DE
BRASÓPOLIS, A DENOMINAÇÃO DE DINO AMBROSIA PEREIRA.",NA,"DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, BRASÓPOLIS.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1967-08-09,000151051,PL. 240 1967 - PROJETO DE LEI,295,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",NA,NA,20120402,1431,rosanacf,1967-08-07,"list(passo = 1, data = ""1967-08-07"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 14 8 1967\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 31 8 1967\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 19 9 1967\nREDAÇÃO FINAL\nAPROVAÇÃO: 26 9 1967\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. LÚCIO DE SOUZA CRUZ\nPUBLICAÇÃO: 24 8 1967\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JORGE VARGAS\nPUBLICAÇÃO: 14 9 1967\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NELSON LOMBARDI\nPUBLICAÇÃO: 23 9 1967\nSANCIONADO\nPUBLICAÇÃO DA LEI: 4 10 1967"")",list(),list(),N,"list(id = 295, nome = ""DEPUTADO EUCLIDES CINTRA"", partido = ""ARENA"")",NA,NULL,LEI 4586 1967 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/4586/1967,LEI 4586 1967 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,239,1967,DEPUTADO EUCLIDES CINTRA                   ARENA,"DÁ ÀS ESCOLAS COMBINADAS DO DISTRITO DE DIAS, MUNICÍPIO DE
BRASÓPOLIS, O NOME DE FRANCISCO DE PAULA PINTO.",NA,"DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, ESCOLAS COMBINADAS, DISTRITO,
DIAS, MUNICÍPIO, BRAZÓPOLIS.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1967-08-09,000151052,PL. 239 1967 - PROJETO DE LEI,295,"ESTABELECIMENTO DE ENSINO
PRÓPRIO PÚBLICO",NA,NA,20130308,1627,vitoria,1967-08-07,"list(passo = 1, data = ""1967-08-07"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 14 8 1967\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 31 8 1967\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 19 9 1967\nREDAÇÃO FINAL\nAPROVAÇÃO: 26 9 1967\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 24 8 1967\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JORGE VARGAS\nPUBLICAÇÃO: 14 9 1967\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NELSON LOMBARDI\nPUBLICAÇÃO: 23 9 1967\nSANCIONADO\nPUBLICAÇÃO DA LEI: 4 10 1967"")",list(),list(),N,"list(id = 295, nome = ""DEPUTADO EUCLIDES CINTRA"", partido = ""ARENA"")",NA,NULL,LEI 4587 1967 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/4587/1967,LEI 4587 1967 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,238,1967,DEPUTADO EUCLIDES CINTRA                   ARENA,"DÁ ÀS ESCOLAS COMBINADAS DO BAIRRO DE CRUZ VERA, MUNICÍPIO DE
BRASÓPOLIS, O NOME DE INÁCIO JOÃO DE FARIA.",NA,"DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, ESCOLAS COMBINADAS, MUNICÍPIO,
BRAZÓPOLIS.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1967-08-09,000151053,PL. 238 1967 - PROJETO DE LEI,295,"ESTABELECIMENTO DE ENSINO
PRÓPRIO PÚBLICO",NA,NA,20130308,1626,vitoria,1967-08-07,"list(passo = 1, data = ""1967-08-07"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 14 8 1967\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 31 8 1967\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 19 9 1967\nREDAÇÃO FINAL\nAPROVAÇÃO: 26 9 1967\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JAIRO MAGALHÃES\nPUBLICAÇÃO: 24 8 1967\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. MAURÍLIO CAMBRAIA\nPUBLICAÇÃO: 14 9 1967\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. LUIZ BACCARINI\nPUBLICAÇÃO: 23 9 1967\nSANCIONADO\nPUBLICAÇÃO DA LEI: 6 10 1967"")",list(),list(),N,"list(id = 295, nome = ""DEPUTADO EUCLIDES CINTRA"", partido = ""ARENA"")",NA,NULL,LEI 4590 1967 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/4590/1967,LEI 4590 1967 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,237,1967,DEPUTADO JAIRO MAGALHÃES                   ARENA,"MODIFICA A REDAÇÃO DO ART. 234 DA LEI 2610, DE 8 1 1962.
(DISPÕE SOBRE PROVIMENTO DE CARGO DE DIRETOR DE GRUPO ESCOLAR OU
JARDIM DE INFÂNCIA).",NA,"ALTERAÇÃO, LEI ESTADUAL, REGULAMENTAÇÃO, ENSINO PRIMÁRIO, EDUCAÇÃO
PRÉ-ESCOLAR.
ALTERAÇÃO, ARTIGO, PROVIMENTO, CARGO EM COMISSÃO, DIRETOR DE GRUPO
ESCOLAR, JARDIM-DE-INFÂNCIA.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1967-08-05,000151054,PL. 237 1967 - PROJETO DE LEI,737,"EDUCAÇÃO
PESSOAL",ARQUIVO,19710131,20130308,1625,vitoria,1967-08-03,"list(passo = 1, data = ""1967-08-03"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 8 8 1967\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 737, nome = ""DEPUTADO JAIRO MAGALHÃES"", partido = ""ARENA"")",NA,NULL,NA,LEI 2610 1962 - LEI ORDINÁRIA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,236,1967,DEPUTADO JAIRO MAGALHÃES                   ARENA,"DECLARA DE UTILIDADE PÚBLICA A CASA DA AMIZADE DAS SENHORAS DOS
ROTARIANOS, DE BELO HORIZONTE.",NA,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1967-08-05,000151055,PL. 236 1967 - PROJETO DE LEI,737,UTILIDADE PÚBLICA,NA,NA,20120229,1527,rosanacf,1967-08-03,"list(passo = 1, data = ""1967-08-03"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 24 8 1967\nREDAÇÃO FINAL\nAPROVAÇÃO: 30 8 1967\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. CHRISTOVAM CHIARADIA\nPUBLICAÇÃO: 22 8 1967\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NELSON LOMBARDI\nPUBLICAÇÃO: 30 8 1967\nSANCIONADO\nPUBLICAÇÃO DA LEI: 13 9 1967"")",list(),list(),N,"list(id = 737, nome = ""DEPUTADO JAIRO MAGALHÃES"", partido = ""ARENA"")",DELIBERAÇÃO DE PLENÁRIO,NULL,LEI 4564 1967 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/4564/1967,LEI 4564 1967 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,235,1967,DEPUTADO AMILCAR PADOVANI                  MDB,"DECLARA DE UTILIDADE PÚBLICA A ESCOLA DE SAMBA FELIZ LEMBRANÇA,
DA CIDADE DE JUIZ DE FORA.",NA,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, JUIZ DE FORA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1967-08-05,000151056,PL. 235 1967 - PROJETO DE LEI,1189,UTILIDADE PÚBLICA,NA,NA,20120229,1525,rosanacf,1967-08-03,"list(passo = 1, data = ""1967-08-03"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 27 9 1967\nREDAÇÃO FINAL\nAPROVAÇÃO: 29 9 1967\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. MAURÍLIO CAMBRAIA\nPUBLICAÇÃO: 21 9 1967\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. MÁRIO ASSAD\nPUBLICAÇÃO: 4 10 1967\nVETADO TOTALMENTE\nPUBLICAÇÃO DAS RAZÕES DO VETO: 17 10 1967\nVETO TOTAL REJEITADO\nPUBLICAÇÃO DA PROMULGAÇÃO DA LEI: 6 1 1968"")",list(),list(),N,"list(id = 1189, nome = ""DEPUTADO AMILCAR PADOVANI"", partido = ""MDB"")",DELIBERAÇÃO DE PLENÁRIO,NULL,LEI 4685 1968 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/4685/1968,LEI 4685 1968 - LEI ORDINÁRIA,PRL 5102 1967,NA
Remissivo,PROJETO DE LEI,PL,234,1967,DEPUTADO ATHOS VIEIRA DE ANDRADE           ARENA,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO EVANGÉLICA BENEFICENTE
DE ITAJUBÁ - AEBI.",NA,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, ITAJUBÁ.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1967-08-05,000151057,PL. 234 1967 - PROJETO DE LEI,280,UTILIDADE PÚBLICA,NA,NA,20120229,1523,rosanacf,1967-08-03,"list(passo = 1, data = ""1967-08-03"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 24 8 1967\nREDAÇÃO FINAL\nAPROVAÇÃO: 30 8 1967\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 22 8 1967\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NELSON LOMBARDI\nPUBLICAÇÃO: 30 8 1967\nSANCIONADO\nPUBLICAÇÃO DA LEI: 7 9 1967"")",list(),list(),N,"list(id = 280, nome = ""DEPUTADO ATHOS VIEIRA DE ANDRADE"", partido = ""ARENA"")",DELIBERAÇÃO DE PLENÁRIO,NULL,LEI 4563 1967 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/4563/1967,LEI 4563 1967 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,233,1967,DEPUTADO LOURIVAL BRASIL                   ARENA,AUTORIZA DOAÇÃO DE IMÓVEL À PREFEITURA MUNICIPAL DE COROMANDEL.,NA,"AUTORIZAÇÃO, EXECUTIVO, DOAÇÃO, IMÓVEL, PREFEITURA MUNICIPAL, MUNICÍPIO,
COROMANDEL.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1967-08-05,000151058,PL. 233 1967 - PROJETO DE LEI,322,IMÓVEL,NA,NA,20130308,1624,vitoria,1967-08-03,"list(passo = 1, data = ""1967-08-03"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 17 8 1967\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 24 10 1967, COM EMENDA\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 23 11 1967\nREDAÇÃO FINAL\nAPROVAÇÃO: 27 11 1967\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. AGOSTINHO CAMPOS NETO\nPUBLICAÇÃO: 10 10 1967\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. FUHAD SAHIONE\nPUBLICAÇÃO: 10 10 1967\nFINANÇAS\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. HERÁCLITO ORTIGA\nPUBLICAÇÃO: 14 11 1967\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ HONÓRIO\nPUBLICAÇÃO: 29 11 1967\nSANCIONADO\nPUBLICAÇÃO DA LEI: 8 12 1967"")",list(),list(),N,"list(id = 322, nome = ""DEPUTADO LOURIVAL BRASIL"", partido = ""ARENA"")",NA,NULL,LEI 4680 1967 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/4680/1967,LEI 4680 1967 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,232,1967,DEPUTADO CÍCERO DUMONT                     ARENA,"AUTORIZA FINANCIAMENTO DE COMPRA DE INSTRUMENTO DE TRABALHO AO
RECÉM-FORMADO.",NA,"AUTORIZAÇÃO, EXECUTIVO, FINANCIAMENTO, INSTRUMENTO, TRABALHO,
PROFISSIONAL, OBSERVAÇÃO, TEMPO, FORMATURA.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1967-08-04,000151059,PL. 232 1967 - PROJETO DE LEI,351,TRABALHO EMPREGO E RENDA,ARQUIVO,19710131,20170824,1616,m20993,1967-08-02,"list(passo = 1, data = ""1967-08-02"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 8 8 1967\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. AGOSTINHO CAMPOS NETO\nPUBLICAÇÃO: 13 10 1967\nREDAÇÃO DO VENCIDO\nRELATOR: DEP. GERARDO RENAULT\nPARECER PELA REJEIÇÃO\nRELATOR: DEP. FUHAD SAHIONE\nPUBLICAÇÃO: 13 10 1967\nFINANÇAS\nSEGUNDA DISCUSSÃO\nPARECER SOBRE EMENDA\nRELATOR: DEP. FUHAD SAHIONE\nPUBLICAÇÃO: 20 4 1968\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 351, nome = ""DEPUTADO CÍCERO DUMONT"", partido = ""ARENA"")",NA,NULL,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,231,1967,DEPUTADO MATOSINHOS DE CASTRO              ARENA,"DECLARA DE UTILIDADE PÚBLICA A CONGREGAÇÃO DAS IRMÃS CLARISSAS
DO SANTÍSSIMO.",NA,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1967-08-04,000151060,PL. 231 1967 - PROJETO DE LEI,1175,UTILIDADE PÚBLICA,NA,NA,20120229,1520,rosanacf,1967-08-02,"list(passo = 1, data = ""1967-08-02"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 24 8 1967\nREDAÇÃO FINAL\nAPROVAÇÃO: 30 8 1967\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. MAURÍLIO CAMBRAIA\nPUBLICAÇÃO: 22 8 1967\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NELSON LOMBARDI\nPUBLICAÇÃO: 30 8 1967\nSANCIONADO\nPUBLICAÇÃO DA LEI: 13 9 1967"")",list(),list(),N,"list(id = 1175, nome = ""DEPUTADO MATOSINHOS DE CASTRO"", partido = ""ARENA"")",DELIBERAÇÃO DE PLENÁRIO,NULL,LEI 4568 1967 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/4568/1967,LEI 4568 1967 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,230,1967,DEPUTADO DELSON SCARANO                    ARENA,DECLARA COMO ESTÂNCIA HIDROMINERAL O MUNICÍPIO DE BAEPENDI.,MUNICÍPIOS E DESENVOLVIMENTO REGIONAL,"RECONHECIMENTO, ESTÂNCIA HIDROMINERAL, MUNICÍPIO, BAEPENDI.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1967-08-04,000151061,PL. 230 1967 - PROJETO DE LEI,709,"MUNICÍPIOS E DESENVOLVIMENTO REGIONAL
TURISMO",ARQUIVO,19710131,20150804,1128,malves,1967-08-02,"list(passo = 1, data = ""1967-08-02"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 8 8 1967\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 709, nome = ""DEPUTADO DELSON SCARANO"", partido = ""ARENA"")",NA,NULL,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,229,1967,GOVERNADOR DO ESTADO,"ORÇA A RECEITA E FIXA A DESPESA DO ESTADO DE MINAS GERAIS PARA O
EXERCÍCIO DE 1967. (LOA 1967)","ADMINISTRAÇÃO PÚBLICA
FINANÇAS PÚBLICAS","FIXAÇÃO, ORÇAMENTO, ADMINISTRAÇÃO ESTADUAL, EXERCÍCIO FINANCEIRO
SEGUINTE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1967-08-03,000151062,PL. 229 1967 - PROJETO DE LEI,,"ADMINISTRAÇÃO ESTADUAL
ORÇAMENTO",NA,NA,20131024,1538,rosanacf,1967-08-01,"list(passo = 1, data = ""1967-08-01"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 16 8 1967\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 22 11 1967, COM EMENDAS\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 28 11 1967, COM EMENDAS\nREDAÇÃO FINAL\nAPROVAÇÃO: 30 11 1967\nCOMISSÕES:\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. DELSON SCARANO\nPUBLICAÇÃO: 21 11 1967\nFINANÇAS\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. DELSON SCARANO\nPUBLICAÇÃO: (NÃO CONSTA)\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. ALMEIDA PEIXOTO\nPUBLICAÇÃO: 2 12 1967\nSANCIONADO\nPUBLICAÇÃO DA LEI: 8 12 1967"")",list(),list(),N,NULL,NA,"list(descricao = ""MSG 76 1967"")",LEI 4678 1967 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/4678/1967,LEI 4678 1967 - LEI ORDINÁRIA,PRL 5158 1967,NA
Remissivo,PROJETO DE LEI,PL,228,1967,DEPUTADO BONIFÁCIO DE ANDRADA              ARENA,"REGULAMENTA O PRAZO DE REMESSA À ASSEMBLÉIA LEGISLATIVA DA PRESTAÇÃO DE
CONTAS DO GOVERNADOR.","ADMINISTRAÇÃO PÚBLICA
FINANÇAS PÚBLICAS","FIXAÇÃO, PRAZO, REMESSA, (ALMG), PRESTAÇÃO DE CONTAS, GOVERNADOR,
EXERCÍCIO FINANCEIRO ANTERIOR.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1967-07-04,000151064,PL. 228 1967 - PROJETO DE LEI,281,"GOVERNADOR
PRESTAÇÃO DE CONTAS",NA,NA,20150916,1620,m20993,1967-06-30,"list(passo = 1, data = ""1967-06-30"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 2 8 1967\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 18 9 1967\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 22 9 1967\nREDAÇÃO FINAL\nAPROVAÇÃO: 3 10 1967\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MAURÍLIO CAMBRAIA\nPUBLICAÇÃO: 31 8 1967\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 21 9 1967\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. LOURIVAL BRASIL\nPUBLICAÇÃO: 30 9 1967\nSANCIONADO\nPUBLICAÇÃO DA LEI: 13 10 1967"")",list(),list(),N,"list(id = 281, nome = ""DEPUTADO BONIFÁCIO DE ANDRADA"", partido = ""ARENA"")",NA,NULL,LEI 4598 1967 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/4598/1967,LEI 4598 1967 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,227,1967,DEPUTADA MARIA PENA                        ARENA,"DÁ A DENOMINAÇÃO DE JOSÉ BERNARDES PAIVA E SILVA A JARDIM DE INFÂNCIA
DA CAPITAL.",NA,"DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, BELO HORIZONTE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1967-07-04,000151065,PL. 227 1967 - PROJETO DE LEI,748,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",NA,NA,20120402,1430,rosanacf,1967-06-30,"list(passo = 1, data = ""1967-06-30"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 1 8 1967\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 17 8 1967\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 18 9 1967\nREDAÇÃO FINAL\nAPROVAÇÃO: 17 10 1967\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 10 8 1967\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 30 8 1967\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 13 10 1967\nSANCIONADO\nPUBLICAÇÃO DA LEI: 28 10 1967"")",list(),list(),N,"list(id = 748, nome = ""DEPUTADA MARIA PENA"", partido = ""ARENA"")",NA,NULL,LEI 4623 1967 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/4623/1967,LEI 4623 1967 - LEI ORDINÁRIA,NA,NA
