dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,indexacao,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,assuntoGeral,norma,atualizacao,horario,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,linksOrigem,acompanhamento,local,arquivamento,autoresEstruturados,regime,tema,legislacaoCitada,linkLegislacao.url,linkLegislacao.rotulo,observacao
Remissivo,PROJETO DE LEI,PL,209,1983,DEPUTADO ROBERTO JUNQUEIRA                 PDS,"DECLARA DE UTILIDADE PÚBLICA A FUNDAÇÃO GOTA DE LEITE  DE
ASSISTÊNCIA À CRIANÇA - FUNGOTAC, COM SEDE EM POÇOS DE CALDAS.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, POÇOS DE CALDAS.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-06-24,000143368,PL. 209 1983 - PROJETO DE LEI,2051,UTILIDADE PÚBLICA,LEI 8489 1983 - LEI ORDINÁRIA,20120131,0951,rosanacf,1983-06-22,"list(passo = 1, data = ""1983-06-22"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 29 6 1983\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 7 11 1983\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 29 11 1983\nREDAÇÃO FINAL\nAPROVAÇÃO: 30 11 1983\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOSÉ MARIA CHAVES\nPUBLICAÇÃO: 4 11 1983\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOSÉ MARIA CHAVES\nPUBLICAÇÃO: 18 11 1983\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOÃO FERRAZ\nPUBLICAÇÃO: 8 12 1983\nSANCIONADO\nPUBLICAÇÃO DA LEI: 16 12 1983"")",list(),list(),NULL,N,NA,NA,"list(id = 2051, nome = ""DEPUTADO ROBERTO JUNQUEIRA"", partido = ""PDS"")",DELIBERAÇÃO DE PLENÁRIO,NA,NA,/legislacao/mineira/LEI/8489/1983,LEI 8489 1983 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,208,1983,DEPUTADO MANOEL CONEGUNDES                 PMDB,"DECLARA DE UTILIDADE PÚBLICA A ACADEMIA BARBACENENSE DE LETRAS,
COM SEDE NA CIDADE DE BARBACENA.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BARBACENA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-06-23,000143369,PL. 208 1983 - PROJETO DE LEI,2807,UTILIDADE PÚBLICA,LEI 8490 1983 - LEI ORDINÁRIA,20120131,0952,rosanacf,1983-06-21,"list(passo = 1, data = ""1983-06-21"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO:\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO.\nAPROVAÇÃO: 29 6 1983\nSEGUNDA DISCUSSÃO.\nAPROVAÇÃO: 7 11 1983\nTERCEIRA DISCUSSÃO.\nAPROVAÇÃO: 29 11 1983\nREDAÇÃO FINAL.\nAPROVAÇÃO: NÃO CONSTA\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO.\nRELATOR: DEP. JOSÉ BONIFÁCIO\nPUBLICAÇÃO: 4 11 1983\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOSÉ BONIFÁCIO\nPUBLICAÇÃO: 18 11 1983\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOÃO FERRAZ\nPUBLICAÇÃO: 8 12 1983\nSANCIONADO\nPUBLICAÇÃO DA LEI: 16 12 1983"")",list(),list(),NULL,N,NA,NA,"list(id = 2807, nome = ""DEPUTADO MANOEL CONEGUNDES"", partido = ""PMDB"")",DELIBERAÇÃO DE PLENÁRIO,NA,NA,/legislacao/mineira/LEI/8490/1983,LEI 8490 1983 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,207,1983,DEPUTADO SÍLVIO MITRE                      PSDB,AUTORIZA O PODER EXECUTIVO A CRIAR O MEMORIAL CARLOS CHAGAS.,NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-06-23,000143370,PL. 207 1983 - PROJETO DE LEI,2815,NA,LEI 8479 1983 - LEI ORDINÁRIA,19980101,NA,Carga,1983-06-21,"list(passo = 1, data = ""1983-06-21"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO:\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO.\nAPROVAÇÃO: 29 6 1983\nSEGUNDA DISCUSSÃO.\nAPROVAÇÃO: 15 9 1983\nTERCEIRA DISCUSSÃO.\nAPROVAÇÃO: 27 10 1983\nREDAÇÃO FINAL.\nAPROVAÇÃO: 10 11 1983\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO.\nRELATOR: DEP. JOSÉ MARIA CHAVES\nEDUCAÇÃO\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. FERNANDO RAINHO\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. GERALDO RIBEIRO\nPUBLICAÇÃO DOS PARECERES: 1 9 1983\nFINANÇAS\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 22 9 1983\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. WAINER ÁVILA\nPUBLICAÇÃO: 17 11 1983\nSANCIONADO\nPUBLICAÇÃO DA LEI: 2 12 1983"")",list(),list(),NULL,N,NA,NA,"list(id = 2815, nome = ""DEPUTADO SÍLVIO MITRE"", partido = ""PSDB"")",DELIBERAÇÃO DE PLENÁRIO,NA,NA,/legislacao/mineira/LEI/8479/1983,LEI 8479 1983 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,206,1983,DEPUTADO RAIMUNDO ALBERGARIA               PDS,"DECLARA DE UTILIDADE PÚBLICA O CENTRO COMUNITÁRIO DE NOVA
ALIANÇA, COM SEDE EM ANDRÉ FERNANDES.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, CACHOEIRA DO PAJEÚ.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1983-06-23,000143371,PL. 206 1983 - PROJETO DE LEI,1698,UTILIDADE PÚBLICA,NA,20120131,0956,rosanacf,1983-06-21,"list(passo = 1, data = ""1983-06-21"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 29 6 1983\nCOMISSÕES:\nJUSTIÇA\nRELATOR: DEP. WAINER ÁVILA\nDILIGÊNCIA AO AUTOR\nREITERADA EM 9 6 1986\nARQUIVADO, FINAL DA LEGISLATURA."")",list(),list(),NULL,N,ARQUIVO,19870131,"list(id = 1698, nome = ""DEPUTADO RAIMUNDO ALBERGARIA"", partido = ""PDS"")",NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,205,1983,DEPUTADA VERA COUTINHO                     PMDB,"DECLARA DE UTILIDADE PÚBLICA O PARAÍSO ESPORTE CLUBE, COM SEDE
EM BELO HORIZONTE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-06-23,000143372,PL. 205 1983 - PROJETO DE LEI,2816,UTILIDADE PÚBLICA,LEI 8523 1984 - LEI ORDINÁRIA,20120131,0957,rosanacf,1983-06-21,"list(passo = 1, data = ""1983-06-21"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO:\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO.\nAPROVAÇÃO: 29 6 1983\nSEGUNDA DISCUSSÃO.\nAPROVAÇÃO: 29 11 1983\nTERCEIRA DISCUSSÃO.\nAPROVAÇÃO: 27 3 1984\nREDAÇÃO FINAL.\nAPROVAÇÃO: 28 3 1984\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO.\nRELATOR: DEP. FERNANDO RAINHO\nPUBLICAÇÃO: 23 11 1983\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. MENDES BARROS\nPUBLICAÇÃO: 22 3 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. GERALDO RIBEIRO\nPUBLICAÇÃO: 30 3 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 18 4 1984"")",list(),list(),NULL,N,NA,NA,"list(id = 2816, nome = ""DEPUTADA VERA COUTINHO"", partido = ""PMDB"")",DELIBERAÇÃO DE PLENÁRIO,NA,NA,/legislacao/mineira/LEI/8523/1984,LEI 8523 1984 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,204,1983,GOVERNADOR DO ESTADO,"AUTORIZA O PODER EXECUTIVO A PERMUTAR IMÓVEL DE PROPRIEDADE DO ESTADO
COM A UNIVERSIDADE FEDERAL DE UBERLÂNDIA.","AUTORIZAÇÃO, EXECUTIVO, PERMUTA, IMÓVEL, MUNICÍPIO, UBERLÂNDIA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-06-22,000143373,PL. 204 1983 - PROJETO DE LEI,,IMÓVEL,LEI 8439 1983 - LEI ORDINÁRIA,20120605,1500,rosanacf,1983-06-20,"list(passo = 1, data = ""1983-06-20"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO:\nCOMISSÕES:\nJUSTIÇA, ECONOMIA, FINANÇAS\nDISCUSSÃO ÚNICA\nRELATOR: DEP. JOSÉ MARIA CHAVES\nPUBLICAÇÃO: 13 8 1983\nAPROVADO O PROJETO NA CONFORMIDADE DO PARÁGRAFO SEGUNDO DO ART.\n42 DA CONSTITUIÇÃO ESTADUAL, COM A REDAÇÃO DADA PELA EMENDA\nÀ CONSTITUIÇÃO 22, DE 3 12 1982.\nSANCIONADO\nPUBLICAÇÃO DA LEI: 23 9 1983"")",list(),list(),"list(descricao = ""MSG 60 1983"")",N,NA,NA,NULL,NA,NA,NA,/legislacao/mineira/LEI/8439/1983,LEI 8439 1983 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,203,1983,DEPUTADO DELFIM RIBEIRO                    PFL,"CONCEDE A ANTONIO JOAQUIM DE ANDRADE E ALMEIDA O TÍTULO DE
CIDADÃO HONORÁRIO DO ESTADO DE MINAS GERAIS.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-06-21,000143374,PL. 203 1983 - PROJETO DE LEI,1743,NA,LEI 8519 1984 - LEI ORDINÁRIA,19980101,NA,Carga,1983-06-17,"list(passo = 1, data = ""1983-06-17"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO:\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO.\nAPROVAÇÃO: 29 6 1983\nSEGUNDA DISCUSSÃO.\nAPROVAÇÃO: 29 11 1983\nTERCEIRA DISCUSSÃO.\nAPROVAÇÃO: 27 3 1984\nREDAÇÃO FINAL.\nAPROVAÇÃO: 28 3 1984\nCOMISSÕES:\nCONSELHO DA MEDALHA DA INCONFIDÊNCIA\nRELATOR: CONSELHEIRO REITOR JOSÉ HENRIQUE SANTOS\nPARECER FAVORÁVEL (NÃO PUBLICADO)\nJUSTIÇA\nSEGUNDA DISCUSSÃO.\nRELATOR: DEP. MENDES BARROS\nPUBLICAÇÃO: 23 11 1983\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. MENDES BARROS\nPUBLICAÇÃO: 22 3 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. DELFIM RIBEIRO\nPUBLICAÇÃO: 30 3 1984 - REPUBLICAÇÃO: 12 4 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 18 4 1984"")",list(),list(),"list(expressao = ""(PL adj 2065 adj 1982[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 2065 1982"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+2065+adj+1982%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 2065, ano = 1982)",N,NA,NA,"list(id = 1743, nome = ""DEPUTADO DELFIM RIBEIRO"", partido = ""PFL"")",DELIBERAÇÃO DE PLENÁRIO,NA,NA,/legislacao/mineira/LEI/8519/1984,LEI 8519 1984 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,202,1983,DEPUTADO OTACÍLIO MIRANDA                  PDT,DISPÕE SOBRE ELEIÇÃO DE DIRETORES PARA AS ESCOLAS ESTADUAIS.,NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1983-06-21,000143375,PL. 202 1983 - PROJETO DE LEI,2048,NA,NA,20100202,1052,moreka,1983-06-17,"list(passo = 1, data = ""1983-06-17"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 28 9 1983\nCOMISSÕES:\nOBS.: A COMISSÃO DE JUSTIÇA PERDEU PRAZO PARA EMITIR PARECER.\nENCAMINHADO À COMISSÃO DE EDUCAÇÃO, EM 20 8 1985, PARA DAR\nPARECER. QUESTÃO DE ORDEM APRESENTADA PELO AUTOR NA REUNIÃO\nEXTRAORDINÁRIA DE 14 8 1985.\nARQUIVADO NO FINAL DA LEGISLATURA"")",list(),"list(expressao = ""(PL adj '276' adj 1983[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 276 1983"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+%27276%27+adj+1983%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 276, ano = 1983)",NULL,N,ARQUIVO,19861218,"list(id = 2048, nome = ""DEPUTADO OTACÍLIO MIRANDA"", partido = ""PDT"")",NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,201,1983,DEPUTADO JOÃO ROSA                         PMDB,"DECLARA DE UTILIDADE PÚBLICA O CONSELHO MUNICIPAL DE ASSISTÊNCIA
SOCIAL - CMAS, COM SEDE NA CIDADE DE TURVOLÂNDIA, MINAS GERAIS.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, TURVOLÂNDIA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-06-21,000143376,PL. 201 1983 - PROJETO DE LEI,2803,UTILIDADE PÚBLICA,LEI 8459 1983 - LEI ORDINÁRIA,20120131,0957,rosanacf,1983-06-17,"list(passo = 1, data = ""1983-06-17"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO:\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO.\nAPROVAÇÃO: 29 6 1983\nSEGUNDA DISCUSSÃO.\nAPROVAÇÃO: 23 9 1983\nTERCEIRA DISCUSSÃO.\nAPROVAÇÃO: 28 10 1983\nREDAÇÃO FINAL.\nAPROVAÇÃO: 4 11 1983\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO.\nRELATOR: DEP. NARCÉLIO MENDES\nPUBLICAÇÃO: 12 8 1983\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 11 10 1983\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JAIME MARTINS\nPUBLICAÇÃO: 5 11 1983\nSANCIONADO\nPUBLICAÇÃO DA LEI: 17 11 1983"")",list(),list(),NULL,N,NA,NA,"list(id = 2803, nome = ""DEPUTADO JOÃO ROSA"", partido = ""PMDB"")",DELIBERAÇÃO DE PLENÁRIO,NA,NA,/legislacao/mineira/LEI/8459/1983,LEI 8459 1983 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,200,1983,DEPUTADO MANOEL CONEGUNDES                 PMDB,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO FAZENDA SENHOR JESUS,
COM SEDE NA CIDADE DE BELO HORIZONTE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-06-18,000143377,PL. 200 1983 - PROJETO DE LEI,2807,UTILIDADE PÚBLICA,LEI 8567 1984 - LEI ORDINÁRIA,20120131,0958,rosanacf,1983-06-16,"list(passo = 1, data = ""1983-06-16"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 29 6 1983\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 5 4 1984\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 9 5 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 17 5 1984\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. ANTÔNIO FARIA\nPUBLICAÇÃO: 17 3 1984\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. MÁRIO PACHECO\nPUBLICAÇÃO: 18 4 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 17 5 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 5 6 1984"")",list(),list(),NULL,N,NA,NA,"list(id = 2807, nome = ""DEPUTADO MANOEL CONEGUNDES"", partido = ""PMDB"")",DELIBERAÇÃO DE PLENÁRIO,NA,NA,/legislacao/mineira/LEI/8567/1984,LEI 8567 1984 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,199,1983,DEPUTADO FERRAZ CALDAS                     PMDB,"DECLARA DE UTILIDADE PÚBLICA O CENTRO ESPÍRITA CASA DE CARIDADE
IRMÃO LUIZ, COM SEDE EM BELO HORIZONTE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-06-18,000143378,PL. 199 1983 - PROJETO DE LEI,1690,UTILIDADE PÚBLICA,LEI 9293 1986 - LEI ORDINÁRIA,20120131,0958,rosanacf,1983-06-16,"list(passo = 1, data = ""1983-06-16"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 29 6 1983\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 29 8 1986\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 19 9 1986\nREDAÇÃO FINAL\nAPROVAÇÃO: 24 9 1986\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 16 8 1986\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. ADEMIR LUCAS\nPUBLICAÇÃO: 18 9 1986\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. ADEMIR LUCAS\nPUBLICAÇÃO: 1 10 1986\nSANCIONADO\nPUBLICAÇÃO DA LEI: 8 11 1986"")",list(),list(),"list(descricao = ""PL. 1310 1977"")",N,NA,NA,"list(id = 1690, nome = ""DEPUTADO FERRAZ CALDAS"", partido = ""PMDB"")",DELIBERAÇÃO DE PLENÁRIO,NA,NA,/legislacao/mineira/LEI/9293/1986,LEI 9293 1986 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,198,1983,DEPUTADO JOSÉ SANTANA                      PDS,"DECLARA DE UTILIDADE PÚBLICA A TENDA DE UMBANDA PAI MIGUEL E
ANTONIO BAIANO, DE ARAÇUAÍ.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, ARAÇUAÍ.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1983-06-18,000143379,PL. 198 1983 - PROJETO DE LEI,1680,UTILIDADE PÚBLICA,NA,20120131,0958,rosanacf,1983-06-16,"list(passo = 1, data = ""1983-06-16"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 29 6 1983\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),"list(expressao = ""(PL adj 1824 adj 1982[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 1824 1982"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+1824+adj+1982%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 1824, ano = 1982)",N,ARQUIVO,19861217,"list(id = 1680, nome = ""DEPUTADO JOSÉ SANTANA"", partido = ""PDS"")",NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,197,1983,DEPUTADO NEIF JABUR                        PMDB,"DECLARA DE UTILIDADE PÚBLICA A FUNDAÇÃO BENEFICENTE SÃO JOÃO DA
ESCÓCIA, COM SEDE NA CIDADE DE PASSOS.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, PASSOS.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-06-18,000143380,PL. 197 1983 - PROJETO DE LEI,1694,UTILIDADE PÚBLICA,LEI 8460 1983 - LEI ORDINÁRIA,20120131,0959,rosanacf,1983-06-16,"list(passo = 1, data = ""1983-06-16"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 29 6 1983\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 23 9 1983\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 28 10 1983\nREDAÇÃO FINAL\nAPROVAÇÃO: 4 11 1983\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. NARCÉLIO MENDES\nPUBLICAÇÃO: 19 8 1983\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JACIEL PEREIRA\nPUBLICAÇÃO: 11 10 1983\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JAIME MARTINS\nPUBLICAÇÃO: 5 11 1983\nSANCIONADO\nPUBLICAÇÃO DA LEI: 17 11 1983"")",list(),list(),NULL,N,NA,NA,"list(id = 1694, nome = ""DEPUTADO NEIF JABUR"", partido = ""PMDB"")",DELIBERAÇÃO DE PLENÁRIO,NA,NA,/legislacao/mineira/LEI/8460/1983,LEI 8460 1983 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,196,1983,DEPUTADO KEMIL KUMAIRA                     PSDB,"DECLARA DE UTILIDADE PÚBLICA O TRIBUNAL REGIONAL UMBANDISTA DOS
MUNICÍPIOS DO ESTADO DE MINAS GERAIS - TRUMEMG, COM SEDE EM
TEÓFILO OTÔNI.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, TEÓFILO OTÔNI.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-06-17,000143381,PL. 196 1983 - PROJETO DE LEI,1695,UTILIDADE PÚBLICA,LEI 8514 1984 - LEI ORDINÁRIA,20120131,0959,rosanacf,1983-06-15,"list(passo = 1, data = ""1983-06-15"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 29 6 1983\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 7 11 1983\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 29 11 1983\nREDAÇÃO FINAL\nAPROVAÇÃO: 30 11 1983\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOSÉ MARIA CHAVES\nPUBLICAÇÃO: 4 11 1983\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOSÉ MARIA CHAVES\nPUBLICAÇÃO: 18 11 1983\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. PETRÔNIO MATIAS\nPUBLICAÇÃO: 7 12 1983\nSANCIONADO\nPUBLICAÇÃO DA LEI: 3 1 1984"")",list(),list(),NULL,N,NA,NA,"list(id = 1695, nome = ""DEPUTADO KEMIL KUMAIRA"", partido = ""PSDB"")",DELIBERAÇÃO DE PLENÁRIO,NA,NA,/legislacao/mineira/LEI/8514/1984,LEI 8514 1984 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,195,1983,DEPUTADO ARMANDO COSTA                     PMDB,"CONCEDE O TÍTULO DE CIDADÃO HONORÁRIO DO ESTADO DE MINAS GERAIS
AO DR. ANTÔNIO ERMÍRIO DE MORAES.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-06-17,000143382,PL. 195 1983 - PROJETO DE LEI,2794,NA,LEI 8576 1984 - LEI ORDINÁRIA,19980101,NA,Carga,1983-06-15,"list(passo = 1, data = ""1983-06-15"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 29 6 1983\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 13 4 1984\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 9 5 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 24 5 1984\nCOMISSÕES:\nCONSELHO DA MEDALHA DA INCONFIDÊNCIA\nRELATOR: CONSELHEIRO DESEMBARGADOR RÉGULO DA CUNHA PEIXOTO\nPARECER FAVORÁVEL\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. NARCÉLIO MENDES\nPUBLICAÇÃO: 30 3 1984\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. ANTÔNIO FARIA\nPUBLICAÇÃO: 19 4 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. ALCYR NASCIMENTO\nPUBLICAÇÃO: 22 5 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 12 6 1984"")",list(),list(),NULL,N,NA,NA,"list(id = 2794, nome = ""DEPUTADO ARMANDO COSTA"", partido = ""PMDB"")",DELIBERAÇÃO DE PLENÁRIO,NA,NA,/legislacao/mineira/LEI/8576/1984,LEI 8576 1984 - LEI ORDINÁRIA,NA
