dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,indexacao,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,assuntoGeral,legislacaoCitada,local,norma,arquivamento,atualizacao,horario,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,linksOrigem,acompanhamento,regime,autoresEstruturados,observacao,tema,linkLegislacao.url,linkLegislacao.rotulo,tipoTramitacao.codigo,tipoTramitacao.nome,tipoTramitacao.listaFaseTramitacao,faseAtual.codTipoTramitacao,faseAtual.codigo,faseAtual.nome,faseAtual.ordem,faseAtual.descricao
Remissivo,PROJETO DE LEI,PL,1407,1981,DEPUTADO MENDES BARROS                     PMDB,"DECLARA DE UTILIDADE PÚBLICA A SOCIEDADE DE FARMÁCIA E
BIOQUIMICA DE JUIZ DE FORA, COM SEDE EM JUIZ DE FORA.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, JUIZ DE FORA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1981-08-29,000144465,PL. 1407 1981 - PROJETO DE LEI,1688,UTILIDADE PÚBLICA,NA,NA,LEI 8096 1981 - LEI ORDINÁRIA,NA,20120131,1528,rosanacf,1981-08-27,"list(passo = 1, data = ""1981-08-27"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 10 9 1981\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 30 9 1981\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 4 11 1981\nREDAÇÃO FINAL\nAPROVAÇÃO: 4 11 1981\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 18 9 1981\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. CÁSSIO GONÇALVES\nPUBLICAÇÃO: 10 10 1981\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. FÚLVIO FONTOURA\nPUBLICAÇÃO: (NÃO CONSTA)\nSANCIONADO\nPUBLICAÇÃO DA LEI: 25 11 1981"")",list(),list(),NULL,N,DELIBERAÇÃO DE PLENÁRIO,"list(id = 1688, nome = ""DEPUTADO MENDES BARROS"", partido = ""PMDB"")",NA,NA,/legislacao/mineira/LEI/8096/1981,LEI 8096 1981 - LEI ORDINÁRIA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1406,1981,DEPUTADO LUIZ JUNQUEIRA                    MDB,"DECLARA DE UTILIDADE PÚBLICA A FUNDAÇÃO DE AJUDA AOS
ESTUDANTES DE CENTRALINA - FAEC, COM SEDE EM CENTRALINA.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, CENTRALINA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1981-08-29,000144466,PL. 1406 1981 - PROJETO DE LEI,324,UTILIDADE PÚBLICA,NA,NA,LEI 8092 1981 - LEI ORDINÁRIA,NA,20120131,1528,rosanacf,1981-08-27,"list(passo = 1, data = ""1981-08-27"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 10 9 1981\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 30 9 1981\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 4 11 1981\nREDAÇÃO FINAL\nAPROVAÇÃO: 4 11 1981\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. FERRAZ CALDAS\nPUBLICAÇÃO: 18 9 1981\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. NARCISO MICHELLI\nPUBLICAÇÃO: 20 10 1981\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. FÚLVIO FONTOURA\nPUBLICAÇÃO: 7 11 1981\nSANCIONADO\nPUBLICAÇÃO DA LEI: 25 11 1981."")",list(),list(),NULL,N,DELIBERAÇÃO DE PLENÁRIO,"list(id = 324, nome = ""DEPUTADO LUIZ JUNQUEIRA"", partido = ""MDB"")",NA,NA,/legislacao/mineira/LEI/8092/1981,LEI 8092 1981 - LEI ORDINÁRIA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1405,1981,DEPUTADO FÚLVIO FONTOURA                   ARENA,"DECLARA DE UTILIDADE PÚBLICA O ELITE CLUBE, COM SEDE EM
UBERABA.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, UBERABA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1981-08-28,000144467,PL. 1405 1981 - PROJETO DE LEI,2035,UTILIDADE PÚBLICA,NA,NA,LEI 8141 1981 - LEI ORDINÁRIA,NA,20120131,1528,rosanacf,1981-08-26,"list(passo = 1, data = ""1981-08-26"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 10 9 1981\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 5 11 1981\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 2 12 1981\nREDAÇÃO FINAL\nAPROVAÇÃO: 4 12 1981\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. CÁSSIO GONÇALVES\nPUBLICAÇÃO: 30 10 1981\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 1 12 1981\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 8 12 1981\nSANCIONADO\nPUBLICAÇÃO DA LEI: 29 12 1981."")",list(),list(),NULL,N,DELIBERAÇÃO DE PLENÁRIO,"list(id = 2035, nome = ""DEPUTADO FÚLVIO FONTOURA"", partido = ""ARENA"")",NA,NA,/legislacao/mineira/LEI/8141/1981,LEI 8141 1981 - LEI ORDINÁRIA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1404,1981,DEPUTADO OTACÍLIO MIRANDA                  PDT,"DÁ A DENOMINAÇÃO DE VEREADOR LÚCIO DE CASTRO AO CENTRO DE SAÚDE DA
CIDADE DE LAGOA DA PRATA.","DENOMINAÇÃO, CENTRO DE SAÚDE, MUNICÍPIO, LAGOA DA PRATA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1981-08-26,000144468,PL. 1404 1981 - PROJETO DE LEI,2048,PRÓPRIO PÚBLICO,NA,NA,LEI 8128 1981 - LEI ORDINÁRIA,NA,20120507,1705,rosanacf,1981-08-24,"list(passo = 1, data = ""1981-08-24"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 3 9 1981\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 5 11 1981\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 23 11 1981\nREDAÇÃO FINAL\nAPROVAÇÃO: 25 11 1981\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 30 10 1981\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. MENDES BARROS\nPUBLICAÇÃO: 17 11 1981\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 27 11 1981\nSANCIONADO\nPUBLICAÇÃO DA LEI: 17 12 1981"")",list(),list(),NULL,N,NA,"list(id = 2048, nome = ""DEPUTADO OTACÍLIO MIRANDA"", partido = ""PDT"")",NA,NA,/legislacao/mineira/LEI/8128/1981,LEI 8128 1981 - LEI ORDINÁRIA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1403,1981,DEPUTADO CÁSSIO GONÇALVES                  MDB,"DISPÕE SOBRE A CONCESSÃO DE SUBVENÇÕES A ENTIDADES
ESPECIFICADAS PELA ASSEMBLÉIA LEGISLATIVA E DÁ OUTRAS
PROVIDÊNCIAS.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1981-08-26,000144469,PL. 1403 1981 - PROJETO DE LEI,2033,NA,NA,ARQUIVO,NA,19830131,20090402,1005,m17663,1981-08-24,"list(passo = 1, data = ""1981-08-24"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DE TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO: 3 9 1981\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 24 10 1982\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 24 10 1981\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,NA,"list(id = 2033, nome = ""DEPUTADO CÁSSIO GONÇALVES"", partido = ""MDB"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1402,1981,GOVERNADOR DO ESTADO,"AUTORIZA O PODER EXECUTIVO A REVERTER IMÓVEL, MEDIANTE DOAÇÃO, À
PARÓQUIA DE NOSSA SENHORA DA PENHA, DA CIDADE DE PASSOS.","AUTORIZAÇÃO, EXECUTIVO, REVERSÃO, IMÓVEL, MUNICÍPIO, PASSOS.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1981-08-26,000144470,PL. 1402 1981 - PROJETO DE LEI,,IMÓVEL,NA,NA,LEI 8074 1981 - LEI ORDINÁRIA,NA,20120605,1726,rosanacf,1981-08-24,"list(passo = 1, data = ""1981-08-24"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 22 9 1981\nREDAÇÃO FINAL\nAPROVAÇÃO: 23 9 1981\nCOMISSÕES:\nJUSTIÇA, ECONOMIA E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. CARLOS LEMOS\nPUBLICAÇÃO: 5 9 1981\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NARCÉLIO MENDES\nPUBLICAÇÃO: 25 9 1981\nSANCIONADO\nPUBLICAÇÃO DA LEI: 8 10 1981."")",list(),list(),"list(descricao = ""MSG 525 1981"")",N,NA,NULL,NA,NA,/legislacao/mineira/LEI/8074/1981,LEI 8074 1981 - LEI ORDINÁRIA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1401,1981,DEPUTADO JÉSUS TRINDADE                    PDS,"DECLARA DE UTILIDADE PÚBLICA A FEDERAÇÃO DOS CONGREGADOS
MARIANOS - FCMM - DA ARQUIDICIOCESE DE MARIANA, COM SEDE EM
MARIANA.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, MARIANA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1981-08-25,000144472,PL. 1401 1981 - PROJETO DE LEI,1048,UTILIDADE PÚBLICA,NA,NA,LEI 8155 1982 - LEI ORDINÁRIA,NA,20120131,1529,rosanacf,1981-08-21,"list(passo = 1, data = ""1981-08-21"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 3 9 1981\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 4 12 1981\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 11 3 1982\nREDAÇÃO FINAL\nAPROVAÇÃO: 15 3 1982\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 3 12 1981\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 5 3 1982\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 16 3 1982\nSANCIONADO\nPUBLICAÇÃO DA LEI: 7 4 1982"")",list(),list(),NULL,N,DELIBERAÇÃO DE PLENÁRIO,"list(id = 1048, nome = ""DEPUTADO JÉSUS TRINDADE"", partido = ""PDS"")",NA,NA,/legislacao/mineira/LEI/8155/1982,LEI 8155 1982 - LEI ORDINÁRIA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1399,1981,DEPUTADO NARCISO MICHELLI                  PFL,"DECLARA DE UTILIDADE PÚBLICA O CONSÓRCIO DE ENTIDADES DE
ASSISTÊNCIA E PROMOÇÃO SOCIAL - CEAPS-UBÁ, COM SEDE EM
UBÁ.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, UBÁ.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1981-08-22,000144473,PL. 1399 1981 - PROJETO DE LEI,2046,UTILIDADE PÚBLICA,NA,NA,LEI 8090 1981 - LEI ORDINÁRIA,NA,20120131,1529,rosanacf,1981-08-20,"list(passo = 1, data = ""1981-08-20"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 3 9 1981\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 25 9 1981\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 5 11 1981\nREDAÇÃO FINAL\nAPROVAÇÃO: 6 11 1981\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 19 9 1981\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. FERRAZ CALDAS\nPUBLICAÇÃO: 9 10 1981\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 10 11 1981\nSANCIONADO\nPUBLICAÇÃO DA LEI: 24 11 1981."")",list(),list(),NULL,N,DELIBERAÇÃO DE PLENÁRIO,"list(id = 2046, nome = ""DEPUTADO NARCISO MICHELLI"", partido = ""PFL"")",NA,NA,/legislacao/mineira/LEI/8090/1981,LEI 8090 1981 - LEI ORDINÁRIA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1398,1981,DEPUTADO CÁSSIO GONÇALVES                  MDB,"DISPÕE SOBRE O DIREITO DE REUNIÃO, DE REALIZAÇÃO DE ATO
PÚBLICO E DÁ OUTRAS PROVIDÊNCIAS.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1981-08-22,000144474,PL. 1398 1981 - PROJETO DE LEI,2033,NA,NA,ARQUIVO,NA,19830131,20090402,1004,m17663,1981-08-18,"list(passo = 1, data = ""1981-08-18"", local = ""PLENÁRIO"", historico = ""ARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,NA,"list(id = 2033, nome = ""DEPUTADO CÁSSIO GONÇALVES"", partido = ""MDB"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1393,1981,GOVERNADOR DO ESTADO,"AUTORIZA O PODER EXECUTIVO A REVERTER IMÓVEL AO PATRIMÔNIO DO MUNICÍPIO
DE GUARANÉSIA.","AUTORIZAÇÃO, EXECUTIVO, REVERSÃO, IMÓVEL, MUNICÍPIO, GUARANÉSIA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1981-08-21,000144479,PL. 1393 1981 - PROJETO DE LEI,,IMÓVEL,NA,NA,LEI 8067 1981 - LEI ORDINÁRIA,NA,20120605,1727,rosanacf,1981-08-19,"list(passo = 1, data = ""1981-08-19"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 16 9 1981\nREDAÇÃO FINAL\nAPROVAÇÃO: 18 9 1981\nCOMISSÕES:\nJUSTIÇA, ECONOMIA E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. CARLOS LEMOS\nPUBLICAÇÃO: 3 9 1981\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. CAMILO MACHADO\nPUBLICAÇÃO: NÃO CONSTA\nSANCIONADO\nPUBLICAÇÃO DA LEI: 3 10 1981."")",list(),list(),"list(descricao = ""MSG 515 1981"")",N,NA,NULL,NA,NA,/legislacao/mineira/LEI/8067/1981,LEI 8067 1981 - LEI ORDINÁRIA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1392,1981,GOVERNADOR DO ESTADO,"ESTENDE A POLICIAIS CIVIS BACHAREIS EM DIREITO À VANTAGEM
PECUNIÁRIA PREVISTA NA LEI 6663, DE 7 11 1975.","CONCESSÃO, VANTAGENS PECUNIÁRIAS, POLICIAL, POLÍCIA CIVIL, BACHAREL,
DIREITO, EXERCÍCIO, FUNÇÃO, DELEGADO ESPECIAL DE POLÍCIA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1981-08-21,000144480,PL. 1392 1981 - PROJETO DE LEI,,"POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS (PCMG)
PESSOAL",LEI 6663 1975 - LEI ORDINÁRIA,NA,LEI 8055 1981 - LEI ORDINÁRIA,NA,20131016,1444,rosanacf,1981-08-19,"list(passo = 1, data = ""1981-08-19"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 4 9 1981\nREDAÇÃO FINAL\nAPROVAÇÃO: 8 9 1981\nCOMISSÕES:\nJUSTIÇA, SERVIÇO PÚBLICO E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. JOÃO FERRAZ\nPUBLICAÇÃO: 4 9 1981\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: NÃO CONSTA\nSANCIONADO\nPUBLICAÇÃO DA LEI: 30 9 1981."")",list(),list(),NULL,N,DELIBERAÇÃO DE PLENÁRIO,NULL,NA,ADMINISTRAÇÃO PÚBLICA,/legislacao/mineira/LEI/8055/1981,LEI 8055 1981 - LEI ORDINÁRIA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1391,1981,DEPUTADO CÍCERO DUMONT                     ARENA,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO DE PAIS E
AMIGOS DOS EXCEPCIONAIS - APAE, COM SEDE EM BELO
HORIZONTE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1981-08-20,000144481,PL. 1391 1981 - PROJETO DE LEI,351,UTILIDADE PÚBLICA,NA,NA,LEI 8123 1981 - LEI ORDINÁRIA,NA,20120131,1529,rosanacf,1981-08-18,"list(passo = 1, data = ""1981-08-18"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 24 8 1981\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 25 9 1981\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 5 11 1981\nREDAÇÃO FINAL\nAPROVAÇÃO: 11 11 1981\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. CÁSSIO GONÇALVES\nPUBLICAÇÃO: 29 8 1981\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. FERRAZ CALDAS\nPUBLICAÇÃO: 9 10 1981\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. FÚLVIO FONTOURA\nPUBLICAÇÃO: 13 11 1981\nSANCIONADO\nPUBLICAÇÃO DA LEI: 5 12 1981."")",list(),list(),NULL,N,DELIBERAÇÃO DE PLENÁRIO,"list(id = 351, nome = ""DEPUTADO CÍCERO DUMONT"", partido = ""ARENA"")",NA,NA,/legislacao/mineira/LEI/8123/1981,LEI 8123 1981 - LEI ORDINÁRIA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1390,1981,DEPUTADO RUFINO NETO                       MDB,"DECLARA DE UTILIDADE PÚBLICA A IGREJA EVANGÉLICA ASSEMBLÉIA
DE DEUS, DO BAIRRO BARREIRO DE BAIXO, COM SEDE EM BELO
HORIZONTE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1981-08-20,000144482,PL. 1390 1981 - PROJETO DE LEI,1935,UTILIDADE PÚBLICA,NA,NA,LEI 8101 1981 - LEI ORDINÁRIA,NA,20120131,1530,rosanacf,1981-08-18,"list(passo = 1, data = ""1981-08-18"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 24 8 1981\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 25 9 1981\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 5 11 1981\nREDAÇÃO FINAL\nAPROVAÇÃO: 6 11 1981\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. FERRAZ CALDAS\nPUBLICAÇÃO: 3 9 1981\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. CÍCERO DUMONT\nPUBLICAÇÃO: 9 10 1981\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 10 11 1981\nSANCIONADO\nPUBLICAÇÃO DA LEI: 26 11 1981"")",list(),list(),NULL,N,DELIBERAÇÃO DE PLENÁRIO,"list(id = 1935, nome = ""DEPUTADO RUFINO NETO"", partido = ""MDB"")",NA,NA,/legislacao/mineira/LEI/8101/1981,LEI 8101 1981 - LEI ORDINÁRIA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1383,1981,DEPUTADO ADEMIR LUCAS                      PMDB,"DENOMINA DE ESCOLA ESTADUAL NAIR MENDES MOREIRA A UNIDADE ESCOLAR
QUE MENCIONA (EM CONTAGEM).","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, CONTAGEM.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1981-08-15,000144489,PL. 1383 1981 - PROJETO DE LEI,2030,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",NA,ARQUIVO,NA,19830131,20120507,1705,rosanacf,1981-08-13,"list(passo = 1, data = ""1981-08-13"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO.\nAPROVAÇÃO: 26 8 1981\nSEGUNDA DISCUSSÃO.\nAPROVAÇÃO: 30 10 1981\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nPERDEU PRAZO\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 17 11 1981\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,NA,"list(id = 2030, nome = ""DEPUTADO ADEMIR LUCAS"", partido = ""PMDB"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1382,1981,DEPUTADO CÍCERO DUMONT                     ARENA,"DISPÕE SOBRE CONTAGEM DE TEMPO PARA EFEITO DE EFETIVAÇÃO
PREVISTA NA LEI 7737, DE 13 7 1980 (PERMITE O ARREDONDAMENTO
DE ATÉ 30 DIAS PARA COMPLETAR O TEMPO DE SERVIÇO EXIGIDO PARA
A EFETIVAÇÃO DO PESSOAL DO MAGISTÉRIO).",NA,PROJETO VETADO TOTALMENTE,PVETO,PROPOSIÇÕES APROVADAS,MAPRV,1981-08-15,000144490,PL. 1382 1981 - PROJETO DE LEI,351,NA,NA,NA,NA,NA,19980101,NA,Carga,1981-08-13,"list(passo = 1, data = ""1981-08-13"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 20 8 1981, COM EMENDA 1\nEMENDA PUBLICADA NO DL EM 29 10 1981\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 2 12 1981\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 26 4 1982\nREDAÇÃO FINAL\nAPROVAÇÃO: 29 4 1982\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. HÉLIO RESENDE\nPUBLICAÇÃO: 12 9 1981\nSERVIÇO PÚBLICO\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 12 9 1981\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MÁRIO PACHECO\nPUBLICAÇÃO: 12 9 1981\nJUSTIÇA (PARECER SOBRE EMENDA)\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 12 11 1981\nSERVIÇO PÚBLICO (PARECER SOBRE EMENDA)\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 12 11 1981\nFINANÇAS (PARECER SOBRE EMENDA)\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. CARLOS LEMOS\nPUBLICAÇÃO: 12 11 1981\nSERVIÇO PÚBLICO\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 12 3 1982\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. FÚLVIO FONTOURA\nPUBLICAÇÃO: 30 4 1982\nVETADO TOTALMENTE.\nPUBLICAÇÃO DAS RAZÕES DO VETO EM 20 5 1982.\nVETO MANTIDO."")",list(),list(),NULL,N,DELIBERAÇÃO DE PLENÁRIO,"list(id = 351, nome = ""DEPUTADO CÍCERO DUMONT"", partido = ""ARENA"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
