dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,tema,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,regime,assuntoGeral,norma,atualizacao,horario,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,linksOrigem,acompanhamento,indexacao,autoresEstruturados,local,arquivamento,observacao,legislacaoCitada,linkLegislacao.url,linkLegislacao.rotulo
Remissivo,PROJETO DE LEI,PL,962,1984,MESA DA ASSEMBLÉIA,"DISPÕE SOBRE OS VALORES DOS SÍMBOLOS E NÍVEIS DA TABELA ÚNICA DOS QUADROS
DE PESSOAL DA SECRETARIA DA ASSEMBLÉIA LEGISLATIVA DO ESTADO DE MINAS
GERAIS, INSTITUI A GRATIFICAÇÃO DE NATAL E DÁ OUTRAS PROVIDÊNCIAS.",ADMINISTRAÇÃO PÚBLICA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1984-09-27,000142599,PL. 962 1984 - PROJETO DE LEI,,DELIBERAÇÃO DE PLENÁRIO,"ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS (ALMG)
PESSOAL",LEI 8702 1984 - LEI ORDINÁRIA,20131015,1410,rosanacf,1984-09-27,"list(passo = 1, data = ""1984-09-27"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 5 10 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 9 10 1984\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 11 10 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 11 10 1984\nCOMISSÕES:\nMESA DA ASSEMBLÉIA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. FERNANDO JUNQUEIRA\nPUBLICAÇÃO: 6 10 1984\nMESA DA ASSEMBLÉIA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. MANOEL CONEGUNDES\nPUBLICAÇÃO: 11 10 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. PAULO ALMADA\nPUBLICAÇÃO: 12 10 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 19 10 1984"")",list(),list(),NULL,N,NA,NULL,NA,NA,NA,NA,/legislacao/mineira/LEI/8702/1984,LEI 8702 1984 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,961,1984,DEPUTADO RONALDO CARVALHO                  PMDB,"DECLARA DE UTILIDADE PÚBLICA O GRÊMIO RECREATIVO E ESCOLA DE
SAMBA UNIDOS DA VARGINHA (GRESUV), DO BAIRRO DA VARGINHA, EM
ITAJUBÁ.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1984-09-26,000142600,PL. 961 1984 - PROJETO DE LEI,2814,NA,UTILIDADE PÚBLICA,NA,20120127,1637,rosanacf,1984-09-24,"list(passo = 1, data = ""1984-09-24"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 1 10 1984\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, ITAJUBÁ.","list(id = 2814, nome = ""DEPUTADO RONALDO CARVALHO"", partido = ""PMDB"")",ARQUIVO,19870131,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,960,1984,DEPUTADO ANTÔNIO FARIA                     PMDB,"CONCEDE O TÍTULO DE CIDADÃO HONORÁRIO DE MINAS GERAIS A MILTON DO
NASCIMENTO.",CULTURA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1984-09-26,000142601,PL. 960 1984 - PROJETO DE LEI,2230,DELIBERAÇÃO DE PLENÁRIO,HOMENAGEM,LEI 8725 1984 - LEI ORDINÁRIA,20150327,1749,malves,1984-09-24,"list(passo = 1, data = ""1984-09-24"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 1 10 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 15 10 1984\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 24 10 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 25 10 1984\nCOMISSÕES:\nCONSELHO PERMANENTE MEDALHA DA INCONFIDÊNCIA\nRELATOR: CONSELHEIRO GAMALIEL HERVAL\nPARECER FAVORÁVEL\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. PAULO ALMADA\nPUBLICAÇÃO: 12 10 1984\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. PAULO ALMADA\nPUBLICAÇÃO: 24 10 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. WAINER ÁVILA\nPUBLICAÇÃO: 26 10 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 9 11 1984"")",list(),list(),NULL,N,"CONCESSÃO HONORÍFICA, CIDADANIA.","list(id = 2230, nome = ""DEPUTADO ANTÔNIO FARIA"", partido = ""PMDB"")",NA,NA,NA,NA,/legislacao/mineira/LEI/8725/1984,LEI 8725 1984 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,959,1984,DEPUTADO FELIPE NERI                       PMDB,"DÁ A DENOMINAÇÃO DE DR. JOSÉ LIMA GUIMARÃES À ESCOLA ESTADUAL PADRE
JOAQUIM LOPES CANÇADO, DE BRUMADO DE PITANGUI, NO MUNICÍPIO DE
PITANGUI.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1984-09-25,000142602,PL. 959 1984 - PROJETO DE LEI,2795,NA,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",NA,20120425,1023,rosanacf,1984-09-21,"list(passo = 1, data = ""1984-09-21"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 1 10 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 14 11 1985\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. SAMIR CECÍLIO\nPUBLICAÇÃO: 9 11 1985\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. ADEMIR LUCAS\nPUBLICAÇÃO: 6 6 1986\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,"DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, PITANGUI.","list(id = 2795, nome = ""DEPUTADO FELIPE NERI"", partido = ""PMDB"")",ARQUIVO,19870131,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,958,1984,DEPUTADO JÉSUS TRINDADE                    PDS,"ALTERA DISPOSITIVO DA LEI NÚMERO 8585, DE 25/06/1984, QUE CONCEDE O
TÍTULO DE CIDADÃO HONORÁRIO DO ESTADO DE MINAS GERAIS A HERMANN VON
TIESENHAUSEN.","INDÚSTRIA, COMÉRCIO E SERVIÇOS",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1984-09-25,000142603,PL. 958 1984 - PROJETO DE LEI,1048,DELIBERAÇÃO DE PLENÁRIO,"HOMENAGEM
INDÚSTRIA, COMÉRCIO E SERVIÇOS",LEI 8733 1984 - LEI ORDINÁRIA,20150902,1702,malves,1984-09-21,"list(passo = 1, data = ""1984-09-21"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 1 10 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 10 10 1984\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 19 10 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 31 10 1984\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 6 10 1984\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. PAULO ALMADA\nPUBLICAÇÃO: 18 10 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. MENDES BARROS\nPUBLICAÇÃO: 8 11 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 24 11 1984"")",list(),list(),NULL,N,"ALTERAÇÃO, DISPOSITIVOS, LEI ESTADUAL, CONCESSÃO HONORÍFICA, CIDADANIA.","list(id = 1048, nome = ""DEPUTADO JÉSUS TRINDADE"", partido = ""PDS"")",NA,NA,NA,NA,/legislacao/mineira/LEI/8733/1984,LEI 8733 1984 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,957,1984,DEPUTADO JOÃO BARBOSA                      PMDB,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO DE PAIS E AMIGOS DOS
EXCEPCIONAIS - APAE, COM SEDE EM CAMPO BELO, MG.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1984-09-21,000142604,PL. 957 1984 - PROJETO DE LEI,849,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 8966 1985 - LEI ORDINÁRIA,20120127,1637,rosanacf,1984-09-19,"list(passo = 1, data = ""1984-09-19"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 25 9 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 29 8 1985\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 11 9 1985\nREDAÇÃO FINAL\nAPROVAÇÃO: 18 9 1985\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. ANTÔNIO FARIA\nPUBLICAÇÃO: 9 8 1985\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. SÍLVIO MITRE\nPUBLICAÇÃO: 6 9 1985\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. GERALDO RIBEIRO\nPUBLICAÇÃO: 24 9 1985\nSANCIONADO\nPUBLICAÇÃO DA LEI: 10 10 1985"")",list(),list(),NULL,N,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, CAMPO BELO.","list(id = 849, nome = ""DEPUTADO JOÃO BARBOSA"", partido = ""PMDB"")",NA,NA,NA,NA,/legislacao/mineira/LEI/8966/1985,LEI 8966 1985 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,956,1984,DEPUTADO JOÃO BARBOSA                      PMDB,"DECLARA DE UTILIDADE PÚBLICA A LIGA DESPORTIVA DO MUNICÍPIO DE
CONTAGEM, COM SEDE EM CONTAGEM.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1984-09-21,000142605,PL. 956 1984 - PROJETO DE LEI,849,NA,UTILIDADE PÚBLICA,NA,20120130,0943,rosanacf,1984-09-19,"list(passo = 1, data = ""1984-09-19"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 25 9 1984\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, CONTAGEM.","list(id = 849, nome = ""DEPUTADO JOÃO BARBOSA"", partido = ""PMDB"")",ARQUIVO,19870131,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,955,1984,DEPUTADO JOÃO BARBOSA                      PMDB,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO DOS MORADORES DA
VILA ESTRELA DALVA E VILA SÃO MATEUS, COM SEDE EM
CONTAGEM.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1984-09-21,000142606,PL. 955 1984 - PROJETO DE LEI,849,NA,UTILIDADE PÚBLICA,NA,20120130,0943,rosanacf,1984-09-19,"list(passo = 1, data = ""1984-09-19"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 25 9 1984\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, CONTAGEM.","list(id = 849, nome = ""DEPUTADO JOÃO BARBOSA"", partido = ""PMDB"")",ARQUIVO,19870131,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,954,1984,DEPUTADO JOÃO BARBOSA                      PMDB,"DECLARA DE UTILIDADE PÚBLICA O COLUMBIA ESPORTE CLUBE, COM
SEDE EM CONTAGEM.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1984-09-21,000142607,PL. 954 1984 - PROJETO DE LEI,849,NA,UTILIDADE PÚBLICA,NA,20120130,0944,rosanacf,1984-09-19,"list(passo = 1, data = ""1984-09-19"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 25 9 1984\nARQUIVADO, FINAL DE LEGISLATURA."")","list(expressao = ""(PL adj '305' adj 1987[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 305 1987"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+%27305%27+adj+1987%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 305, ano = 1987)",list(),NULL,N,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, CONTAGEM.","list(id = 849, nome = ""DEPUTADO JOÃO BARBOSA"", partido = ""PMDB"")",ARQUIVO,19870131,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,953,1984,DEPUTADO GERALDO DA COSTA PEREIRA          PMDB,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO DO TEATRO BIBLICO
NOVA JERUSALEM, COM SEDE EM DIVINÓPOLIS.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1984-09-21,000142608,PL. 953 1984 - PROJETO DE LEI,2036,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 8968 1985 - LEI ORDINÁRIA,20120130,0944,rosanacf,1984-09-19,"list(passo = 1, data = ""1984-09-19"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 25 9 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 29 8 1985\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 11 9 1985\nREDAÇÃO FINAL\nAPROVAÇÃO: 18 9 1985\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. PAULO ALMADA\nPUBLICAÇÃO: 13 8 1985\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. SÍLVIO MITRE\nPUBLICAÇÃO: 6 9 1985\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. GERALDO RIBEIRO\nPUBLICAÇÃO: 21 9 1985\nSANCIONADO\nPUBLICAÇÃO DA LEI: 10 10 1985"")",list(),list(),NULL,N,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, DIVINÓPOLIS.","list(id = 2036, nome = ""DEPUTADO GERALDO DA COSTA PEREIRA"", partido = ""PMDB"")",NA,NA,NA,NA,/legislacao/mineira/LEI/8968/1985,LEI 8968 1985 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,952,1984,DEPUTADO PAULO ARAÚJO                      PMDB,"DECLARA DE UTILIDADE PÚBLICA A ESCOLINHA EVANGÉLICA DE EDUCAÇÃO
INFANTIL, DO BAIRRO VISTA ALEGRE, BELO HORIZONTE.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1984-09-21,000142609,PL. 952 1984 - PROJETO DE LEI,2810,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 8736 1984 - LEI ORDINÁRIA,20120130,0945,rosanacf,1984-09-19,"list(passo = 1, data = ""1984-09-19"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 25 9 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 10 10 1984\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 19 10 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 31 10 1984\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOSÉ DA CONCEIÇÃO\nPUBLICAÇÃO: 6 10 1984\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOSÉ BONIFÁCIO FILHO\nPUBLICAÇÃO: 17 10 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ MARIA CHAVES\nPUBLICAÇÃO: 6 11 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 24 11 1984"")",list(),list(),NULL,N,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.","list(id = 2810, nome = ""DEPUTADO PAULO ARAÚJO"", partido = ""PMDB"")",NA,NA,NA,NA,/legislacao/mineira/LEI/8736/1984,LEI 8736 1984 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,951,1984,DEPUTADO JOSÉ SANTANA                      PDS,"DÁ A DENOMINAÇÃO DE ESCOLA ESTADUAL JOSÉ QUARESMA DA COSTA À ESCOLA
ESTADUAL DE ÁGUAS FORMOSAS.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1984-09-21,000142610,PL. 951 1984 - PROJETO DE LEI,1680,NA,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",LEI 8746 1984 - LEI ORDINÁRIA,20120425,1024,rosanacf,1984-09-19,"list(passo = 1, data = ""1984-09-19"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 25 9 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 10 10 1984\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 19 10 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 31 10 1984\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOSÉ DA CONCEIÇÃO\nPUBLICAÇÃO: 6 10 1984\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOSÉ BONIFÁCIO FILHO\nPUBLICAÇÃO: 17 10 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. MENDES BARROS\nPUBLICAÇÃO: 6 11 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 24 11 1984"")",list(),list(),NULL,N,"DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, ÁGUAS FORMOSAS.","list(id = 1680, nome = ""DEPUTADO JOSÉ SANTANA"", partido = ""PDS"")",NA,NA,NA,NA,/legislacao/mineira/LEI/8746/1984,LEI 8746 1984 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,950,1984,DEPUTADO ARTUR FAGUNDES                    PDS,"DÁ A DENOMINAÇÃO DE VEREADOR FRANCISCO TOFANI À ESCOLA ESTADUAL DO
BAIRRO ROXO VERDE, 0.2.0.B., DA CIDADE DE MONTES CLAROS.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1984-09-21,000142611,PL. 950 1984 - PROJETO DE LEI,739,NA,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",LEI 8773 1984 - LEI ORDINÁRIA,20120425,1025,rosanacf,1984-09-19,"list(passo = 1, data = ""1984-09-19"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 25 9 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 22 10 1984\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 13 11 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 28 11 1984\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. PAULO ALMADA\nPUBLICAÇÃO: 17 10 1984\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. ANTÔNIO FARIA\nPUBLICAÇÃO: 26 10 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. RAIMUNDO REZENDE\nPUBLICAÇÃO: 30 11 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 14 12 1984"")",list(),list(),NULL,N,"DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, MONTES CLAROS.","list(id = 739, nome = ""DEPUTADO ARTUR FAGUNDES"", partido = ""PDS"")",NA,NA,NA,NA,/legislacao/mineira/LEI/8773/1984,LEI 8773 1984 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,949,1984,DEPUTADO LUIZ ALBERTO RODRIGUES            PMDB,"DECLARA DE UTILIDADE PÚBLICA A CRECHE DIVINO PAI ETERNO, COM
SEDE NA CIDADE DE CAMPINA VERDE - MG.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1984-09-21,000142612,PL. 949 1984 - PROJETO DE LEI,2042,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 8799 1984 - LEI ORDINÁRIA,20120130,0945,rosanacf,1984-09-19,"list(passo = 1, data = ""1984-09-19"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 25 9 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 10 10 1984\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 19 10 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 31 10 1984\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOSÉ DA CONCEIÇÃO\nPUBLICAÇÃO: 6 10 1984\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 17 10 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ MARIA CHAVES\nPUBLICAÇÃO: 6 11 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 24 11 1984"")",list(),list(),NULL,N,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, CAMPINA VERDE.","list(id = 2042, nome = ""DEPUTADO LUIZ ALBERTO RODRIGUES"", partido = ""PMDB"")",NA,NA,NA,NA,/legislacao/mineira/LEI/8799/1984,LEI 8799 1984 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,948,1984,GOVERNADOR DO ESTADO,"DISPÕE SOBRE O AUMENTO DOS VALORES DOS SÍMBOLOS, NÍVEIS DE
VENCIMENTO E PROVENTOS, INSTITUI A GRATIFICAÇÃO DE NATAL PARA
O PESSOAL CIVIL E MILITAR DO PODER EXECUTIVO E DÁ OUTRAS
PROVIDÊNCIAS.",ADMINISTRAÇÃO PÚBLICA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1984-09-19,000142614,PL. 948 1984 - PROJETO DE LEI,,DELIBERAÇÃO DE PLENÁRIO,"EXECUTIVO
PESSOAL
PESSOA COM DEFICIÊNCIA",LEI 8701 1984 - LEI ORDINÁRIA,20131015,1411,rosanacf,1984-09-18,"list(passo = 1, data = ""1984-09-18"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 5 10 1984, COM EMENDAS\nREDAÇÃO FINAL\nAPROVAÇÃO: 9 10 1984\nJUSTIÇA, SERVIÇO PÚBLICO E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. JOSÉ MARIA CHAVES\nPUBLICAÇÃO: 5 10 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. GERALDO RIBEIRO\nPUBLICAÇÃO: 10 10 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 19 10 1984"")",list(),list(),"list(descricao = ""MSG 411 1984"")",N,NA,NULL,NA,NA,NA,NA,/legislacao/mineira/LEI/8701/1984,LEI 8701 1984 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,947,1984,DEPUTADO DÊNIO MOREIRA                     PDS,"DECLARA DE UTILIDADE PÚBLICA A FUNDAÇÃO CARMO ABREU, COM SEDE
NA CIDADE DE CARATINGA.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1984-09-20,000142613,PL. 947 1984 - PROJETO DE LEI,246,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 8740 1984 - LEI ORDINÁRIA,20120130,0945,rosanacf,1984-09-18,"list(passo = 1, data = ""1984-09-18"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 24 9 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 10 10 1984\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 19 10 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 31 10 1984\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. ANTÔNIO FARIA\nPUBLICAÇÃO: 29 9 1984\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. ANTÔNIO FARIA\nPUBLICAÇÃO: 17 10 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. MENDES BARROS\nPUBLICAÇÃO: 6 11 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 24 11 1984"")",list(),list(),NULL,N,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, CARATINGA.","list(id = 246, nome = ""DEPUTADO DÊNIO MOREIRA"", partido = ""PDS"")",NA,NA,NA,NA,/legislacao/mineira/LEI/8740/1984,LEI 8740 1984 - LEI ORDINÁRIA
